MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Espectro,(2013),"
Horror, Thriller            ",4.8,"
Marta used to be a recognized and successful psychic, but after a dramatic experience, she loses faith in her gift and develops agoraphobia. She couldn't see the devilish side of her rapist...                See full summary »
","
    Director:
Alfonso Pineda Ulloa
| 
    Stars:
Paz Vega, 
Johanna Murillo, 
Alfonso Herrera, 
Maya Zapata
",696,93.0,
Garbage,(2012),"
Comedy, Drama            ",5.2,"
Two garbage truck drivers in Hollywood become celebrities overnight after they find Cuba Gooding Jr.'s Best Supporting Actor Oscar for ""Jerry Maguire"" and suddenly their lives go topsy-turvy.","
    Director:
Phil Volken
| 
    Stars:
Jed Rees, 
Jon Huck, 
Alanna Ubach, 
Daryl Hannah
",578,88.0,
Heart & Soul,(2020),"
Drama            ",4.2,"
At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.","
            
    Stars:
Chioma Adibe, 
Ademola Amoo, 
Odun Ayo, 
Phoenix Ezendu
",6,25.0,
Cementerio General,(2013),"
Horror            ",3.9,"
Set in Iquitos, the story follows Andrea (Airam Galliani), a 15-years-ago teenage girl, who suffers the death of her father. With the help of her friends from school, they encourage her to ...                See full summary »
","
    Director:
Dorian Fernández-Moris
| 
    Stars:
Jürgen Gömez, 
Marisol Aguirre, 
Airam Galliani, 
Nikko Ponce
",293,88.0,
Locombians,(2021– ),"
Comedy            ",3.8000000000000007,"
4 Colombian comedians, 4 specials. We will discover the funny way these comedians see life.","
            
    Stars:
Freddy Beltrán, 
Diego Camargo, 
Catalina Guzmán, 
Pamela Ospina
",12,,
Professor Mack,(2019),"
Comedy, Romance            ",4.4,"
When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best.","
    Director:
Christopher Nolen
| 
    Stars:
Amin Joseph, 
Robert Christopher Riley, 
Erica Hubbard, 
Lisa Wu
",140,83.0,
"Rita, la figlia americana",(1965),"
Comedy, Musical            ",4.8,"
Professor Serafino Benvenuti is a master of classical music who has the passion of the orchestra director. However, the young audience of the 1960s does not appreciate classical composers ...                See full summary »
","
    Director:
Piero Vivarelli
| 
    Stars:
Totò, 
Rita Pavone, 
Fabrizio Capucci, 
Lina Volonghi
",90,101.0,
Die Präsenz,(2014),"
Horror            ",4.0,"
Markus spends some time with his girlfriend Rebecca and friend Lukas in Hohnau castle which is uninhabited and supposed to be haunted. For two of them it's the last days of their lives.","
    Director:
Daniele Grieco
| 
    Stars:
Liv Lisa Fries, 
Matthias Dietrich, 
Henning Nöhren, 
Susanne Reuter
","1,437",83.0,
Super Monsters Furever Friends,(2019 TV Movie),"
Animation            ",5.5,"
Add a Plot
","
            
    Stars:
Elyse Maloway, 
Vincent Tong, 
Erin Mathews, 
Andrea Libman
",61,58.0,
Nailed It! Germany,(2020– ),"
Reality-TV            ",5.8,"
Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.","
            
    Stars:
Angelina Kirsch, 
Bernd Siefert
",89,,
Pemburu di Manchester Biru,(2020),"
Biography, Drama            ",5.9,"
This movie tells the story of Hanif Thamrin (Adipati Dolken) leaving his hometown and trying to pursue his dream to become the only Indonesian at that time who works in the biggest soccer league in the world, English Premier League.","
    Director:
Rako Prijanto
| 
    Stars:
Adipati Dolken, 
Ganindra Bimo, 
Vonny Cornellya, 
Donny Alamsyah
",36,90.0,
The Island,(2018),"
Action, Thriller            ",5.0,"
THE ISLAND Is a film created primarily to showcase the best of Nigerian culture and to give viewers an in-depth, enjoyable cultural experience whilst celebrating the efforts of the Nigerian...                See full summary »
","
    Director:
Toka McBaror
| 
    Stars:
Femi Adebayo, 
Segun Arinze, 
Sukanmi Bahlofin, 
Tokunbor Idowu
",34,94.0,
Shopkins,(2014– ),"
Animation            ",3.8000000000000007,"
Add a Plot
","
            
    Stars:
Kate Murphy, 
Deborah Gatton, 
Kayli Mills
",34,,
After Maria,(2019),"
Documentary, Short            ",4.6,"
Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.","
    Director:
Nadia Hallgren
| 
    Star:
Glenda Martes
",381,35.0,
Super Bheem,(2017– ),"
Animation            ",4.7,"
Add a Plot
","
",18,,
M Cream,(2014),"
Adventure, Comedy, Drama            ",5.6,"
A motley crew of university students set out on a journey in pursuit of a mythical form of hash, confronting a series of encounters that begin to unravel the myriad realities of rebellion.","
    Directors:
Agneya Singh, 
Aban Raza
| 
    Stars:
Tom Alter, 
Raaghavv Chanana, 
Ira Dubey, 
Lushin Dubey
",618,112.0,
Maroon,(2017),"
Thriller            ",5.1,"
An insomniac university professor fears as his wife has gone missing and is clueless resulting him driving Marooned in the house through the psychological traumas.","
    Director:
Pulkit
| 
    Stars:
Devyani Cm, 
Manav Kaul, 
Saurabh Sachdeva, 
Sarika Singh
",296,94.0,
Ladies Up,(2020– ),"
Comedy            ",4.3,"
Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi and Niveditha Prakasam bring no-holds-barred humor to this stand-up series.","
            
    Stars:
Supriya Joshi, 
Niveditha Prakasam, 
Prashasti Singh, 
Kaneez Surka
",205,,
Loyiso Gola: Unlearning,(2021 TV Special),"
Comedy            ",5.9,"
South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!","
    Director:
Kagiso Lediga
| 
    Star:
Loyiso Gola
",163,60.0,
Delirium,(IV) (2014),"
Comedy            ",4.5,"
A group of friends is looking for a change in their lives. Believing that a film will bring them fame and wealth, they embark on the project without many cinematic knowledge, but with a famous actor in mind to star: Ricardo Darín.","
    Director:
Carlos Kaimakamian Carrau
| 
    Stars:
Ramiro Archain, 
Emiliano Carrazzone, 
Miguel Di Lemme, 
Ricardo Darín
",356,85.0,
Bangkok Love Stories: Hey You,(2018– ),"
Drama            ",5.9,"
A loving couple becomes rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram's traditional restaurant in Bangkok's chic Ari district.","
            
    Stars:
Patharamanop Isariy, 
Kacha Nontanan Anchuleepradit, 
Wanida Termthanaporn, 
Meiko Chonnikan Netjui
",11,,
Ataúd Blanco: El Juego Diabólico,(2016),"
Action, Horror, Thriller            ",4.1,"
Virginia will do the impossible in order to rescue her little daughter who has been abducted. After an accident, she has the chance to live one day more to save her. On her path, she will find out that there are worst things than death.","
    Director:
Daniel de la Vega
| 
    Stars:
Julieta Cardinali, 
Eleonora Wexler, 
Rafael Ferro, 
Damián Dreizik
",781,75.0,
Bangkok Love Stories: Objects of Affection,(2019– ),"
Drama            ",5.8,"
Add a Plot
","
            
    Stars:
Kanokchat Manyaton, 
Apinya Sakuljaroensuk
",22,,
The Doll Master,(2017),"
Horror            ",3.8000000000000007,"
When Norman's nightmares become reality, he must overcome his fears and confront the demonic forces that have possessed Hugo, his prize Doll.","
    Director:
Steven M. Smith
| 
    Stars:
Tony Fadil, 
Rorie Stockton, 
Sarah Rose Denton, 
Tiffany-Ellen Robinson
",220,77.0,
Sing On! Germany,(2020– ),"
Game-Show, Music, Reality-TV            ",5.5,"
In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.","
            
    Stars:
Palina Rojinski, 
Julius Chezame, 
Coco Corrah, 
Gavin-Viano Fabri
",117,,
Mo lun,(2016),"
Horror            ",4.7,"
Liu Chenchen, a free-spirited young woman, rebels against her wealthy family and elopes with her boyfriend to join a cruise-bond treasure hunt. But what began as an innocent game with ...                See full summary »
","
    Director:
Zao Wang
| 
    Stars:
Ruby Lin, 
Peter Ho, 
Kim Scar, 
Yuexi Gai
",574,90.0,
Vai Anitta,(2018–2020),"
Documentary, Reality-TV            ",5.5,"
Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.","
            
    Stars:
Anitta, 
Paulo Pimenta, 
Sam Shahidi, 
Arielle Macedo
",432,30.0,
The Magic School Bus Rides Again: The Frizz Connection,(2020),"
Animation, Short, Adventure            ",5.0,"
A lightning separates the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus.","
    Director:
Richard Weston
| 
    Stars:
Kate McKinnon, 
Roman Lutterotti, 
Mikaela Blake, 
Gabby Clarke
",31,44.0,
Juego siniestro,(2016),"
Fantasy, Horror            ",4.5,"
After the death of a group of teenagers using the Ouija, the psychologist Fernanda and her son return to Peru, but they will find themselves surrounded by an evil entity as big as its wicked sect.","
    Director:
Dorian Fernández-Moris
| 
    Stars:
Miguel Arce, 
Attilia Boschetti, 
Mathías Brivio, 
Ismael Contreras
",335,87.0,
Klockorna i Gamla sta'n,(1946),"
Drama            ",5.0,"
An extremely kind bailiff in Gamla Stan (Old Town) of Stockholm helps out ""clients"" in difficulty by supporting them with money from his own pocket. His neighbor is a jazz musician who plays in the evenings at a restaurant for a living.","
    Director:
Ragnar Hyltén-Cavallius
| 
    Stars:
Edvard Persson, 
George Fant, 
Elsie Albiin, 
Gunnel Broström
",81,112.0,
Gamunui wigi: Gamunui yeonggwang 2,(2005),"
Action, Comedy, Crime            ",5.9,"
Mrs. Hong is the crime boss for a large mafia group. She orders her two sons, Kyung-Jae and Suk-Jae to find an elite wife for her eldest son In-Jae. In-Jae then meets beautiful Jin-Kyung, ...                See full summary »
","
    Director:
Yong-ki Jeong
| 
    Stars:
Hyeon-yeong, 
Hyo-jin Kim, 
Won-hie Kim, 
Hyeong-jin Kong
",450,115.0,
Snack World,(2017– ),"
Animation            ",3.9,"
Welcome to SNACK WORLD! This is a nutty universe filled with dreams and adventures. Here, you can find everything from dragons to smart devices to Chup, the hyperactive hero of this story.","
            
    Stars:
Tyler Bunch, 
Brock Powell, 
Valin Shinyei, 
Cristina Valenzuela
",10,25.0,
Daemonium: Underground Soldier,(2015),"
Action, Fantasy, Sci-Fi            ",4.1,"
The story of Daemonium begins in an alternate universe to ours, in which Magic and Technology Coexist with Humans and Demons. In Daemonium we see Razor rise to power! (He will be the new ...                See full summary »
","
    Director:
Pablo Parés
| 
    Stars:
Caro Angus, 
Dany Casco, 
Walter Cornás, 
Chucho Fernández
",679,120.0,
Apenstreken,(2015),"
Family            ",5.8,"
Set around 1900, Apenstreken (Monkey Business) tells the story of orphan Wim, who badly wants to go to school, instead of spending his time doing forced labor in the city's factory. By his ...                See full summary »
","
    Director:
Johan Nijenhuis
| 
    Stars:
Tygo Bussemakers, 
Lars Henckens, 
Loek Peters, 
Mees Smits
",131,87.0,
Bella Donna's,(2017),"
Comedy            ",5.9,"
After the death of their best friend, three young women decide to complete her bucket list - only to find one particular entry exceptionally challenging: finding true love.","
    Director:
Jon Karthaus
| 
    Stars:
Carolien Spoor, 
Kiki van Deursen, 
Eva Laurenssen, 
Leo Alkemade
",403,95.0,
Rodney Carrington: Here Comes the Truth,(2017 TV Special),"
Documentary, Comedy            ",4.4,"
Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.","
            
    Star:
Rodney Carrington
",146,66.0,
Notes from Dunblane: Lesson from a School Shooting,(2018),"
Documentary, Short, History            ",5.9,"
In the wake of the 2012 Sandy Hook Elementary School massacre that took the lives of 20 first graders and their teachers, local clergymen Father Bob Weiss receives a letter from a fellow ...                See full summary »
","
    Director:
Kim A. Snyder
",316,22.0,
Uganda Be Kidding Me Live,(2014 TV Movie),"
Comedy            ",5.8,"
A culmination of Chelsea Handler's stand-up comedy tour in support of her fourth New York Times #1 Bestseller, Uganda Be Kidding Me.","
    Director:
James Yukich
| 
    Star:
Chelsea Handler
","1,119",71.0,
"Lusers, los amigos no se eligen",(2015),"
Adventure, Comedy            ",4.9,"
Three guys from differents countries (Peru, Argentina and Chile) come together in a funny adventure through the jungle in order to get to the Final of the FIFA World Cup Brasil 2014.","
    Director:
Ticoy Rodriguez
| 
    Stars:
Carlos Alcántara, 
Pablo Granados, 
Felipe Izquierdo, 
Gaby Espino
",394,95.0,
Angel 'n' Devil,(2014–2015),"
Fantasy            ",4.9,"
At every turn, evil threatens to overtake good and rule the world. In a world known as the Copper Dimension, the K.O. Bad Girls are their last hope to fight off demons and other evil ...                See full summary »
","
            
    Stars:
Lucia Chen, 
Teddy Chen, 
Cosmos Lin, 
Yu-Fei Wen
",33,50.0,
Lucas Brothers: On Drugs,(2017 TV Special),"
Comedy            ",5.6,"
Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.","
    Director:
Jay Chapman
| 
    Stars:
Keith Lucas, 
Kenneth Lucas
",806,50.0,
Barbie: Happy Birthday to You!,(2017 TV Special),"
Animation, Short            ",4.1,"
Get ready to make a wish and have the most amazing birthday ever, with a little help from Barbie and a very special guest.","
            
    Stars:
Ritesh Rajan, 
America Young
",8,1.0,
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,(2016 TV Special),"
Comedy            ",5.7,"
Comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.","
    Director:
Jay Karas
| 
    Stars:
Jeff Foxworthy, 
Nick Hoff, 
Larry the Cable Guy
",588,75.0,
Todd Glass: Act Happy,(2018 TV Special),"
Comedy            ",5.0,"
Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.","
    Director:
Scott Moran
| 
    Stars:
Duncan Carey, 
Jeff Garlin, 
Todd Glass, 
Eric Kalver
",350,62.0,
Un om la locul lui,(2018),"
Drama            ",5.4,"
Petru, a drilling engineer living in a community of oil industry workers, has a conflict. On the one hand he is about to get married to his pregnant girlfriend, Laura, and on the other he ...                See full summary »
","
    Director:
Hadrian Marcu
| 
    Stars:
Valeriu Andriuta, 
Madalina Constantin, 
Bogdan Dumitrache, 
Ada Gales
",120,93.0,
Alt Love Building,(2014),"
Comedy            ",5.9,"
Add a Plot
","
    Director:
Iulia Rugina
| 
    Stars:
Dorian Boguta, 
Dragos Bucur, 
Elisa Calin, 
Emil Ciuchi
",221,115.0,
